rule_id,level,table,field,rule,ref,ref_detail
10113,2,person,care_site_id,field name consistency,care_site_id,
10114,2,observation_period,observation_period_id,field name consistency,observation_period_id,
10115,2,observation_period,person_id,field name consistency,person_id,
10116,2,observation_period,observation_period_start_date,field name consistency,observation_period_start_date,
10117,2,observation_period,observation_period_end_date,field name consistency,observation_period_end_date,
10118,2,observation_period,period_type_concept_id,field name consistency,period_type_concept_id,
10119,2,drug_exposure,drug_exposure_id,field name consistency,drug_exposure_id,
10120,2,drug_exposure,person_id,field name consistency,person_id,
10121,2,drug_exposure,local_drug_name,field name consistency,local_drug_name,
10122,2,drug_exposure,local_drug_code,field name consistency,local_drug_code,
10123,2,drug_exposure,drug_exposure_start_date,field name consistency,drug_exposure_start_date,
10124,2,drug_exposure,stop_reason,field name consistency,stop_reason,
10125,2,drug_exposure,refills,field name consistency,refills,
10126,2,drug_exposure,quantity,field name consistency,quantity,
10127,2,drug_exposure,quantity_days,field name consistency,quantity_days,
10128,2,drug_exposure,days_supply,field name consistency,days_supply,
10129,2,drug_exposure,route_source_value,field name consistency,route_source_value,
10130,2,drug_exposure,drug_source_value,field name consistency,drug_source_value,
10131,2,drug_exposure,visit_occurrence_id,field name consistency,visit_occurrence_id,
10132,2,drug_exposure,drug_concept_id,field name consistency,drug_concept_id,
10133,2,drug_exposure,drug_source_concept_id,field name consistency,drug_source_concept_id,
10134,2,drug_exposure,drug_type_concept_id,field name consistency,drug_type_concept_id,
10135,2,drug_exposure,route_concept_id,field name consistency,route_concept_id,
10136,2,drug_exposure,drug_exposure_end_date,field name consistency,drug_exposure_end_date,
10137,2,drug_exposure,provider_id,field name consistency,provider_id,
10138,2,drug_exposure,effective_drug_dose,field name consistency,effective_drug_dose,
10139,2,drug_exposure,dose_unit_concept_id,field name consistency,dose_unit_concept_id,
10140,2,drug_exposure,dose_unit_source_value,field name consistency,dose_unit_source_value,
10141,2,visit_occurrence,visit_occurrence_id,field name consistency,visit_occurrence_id,
10142,2,visit_occurrence,person_id,field name consistency,person_id,
10143,2,visit_occurrence,visit_start_date,field name consistency,visit_start_date,
10144,2,visit_occurrence,visit_end_date,field name consistency,visit_end_date,
10145,2,visit_occurrence,provider_id,field name consistency,provider_id,
10146,2,visit_occurrence,care_site_id,field name consistency,care_site_id,
10147,2,visit_occurrence,visit_source_value,field name consistency,visit_source_value,
10148,2,visit_occurrence,visit_concept_id,field name consistency,visit_concept_id,
10149,2,visit_occurrence,visit_source_concept_id,field name consistency,visit_source_concept_id,
10150,2,visit_occurrence,visit_type_concept_id,field name consistency,visit_type_concept_id,
10151,2,condition_occurrence,condition_occurrence_id,field name consistency,condition_occurrence_id,
10152,2,condition_occurrence,person_id,field name consistency,person_id,
10153,2,condition_occurrence,condition_start_date,field name consistency,condition_start_date,
10154,2,condition_occurrence,condition_end_date,field name consistency,condition_end_date,
10155,2,condition_occurrence,stop_reason,field name consistency,stop_reason,
10156,2,condition_occurrence,provider_id,field name consistency,provider_id,
10157,2,condition_occurrence,visit_occurrence_id,field name consistency,visit_occurrence_id,
10158,2,condition_occurrence,condition_source_value,field name consistency,condition_source_value,
10159,2,condition_occurrence,condition_source_concept_id,field name consistency,condition_source_concept_id,
10160,2,condition_occurrence,condition_concept_id,field name consistency,condition_concept_id,
10161,2,condition_occurrence,condition_type_concept_id,field name consistency,condition_type_concept_id,
10162,2,procedure_occurrence,procedure_occurrence_id,field name consistency,procedure_occurrence_id,
10163,2,procedure_occurrence,person_id,field name consistency,person_id,
10164,2,procedure_occurrence,procedure_date,field name consistency,procedure_date,
10165,2,procedure_occurrence,modifier_concept_id,field name consistency,modifier_concept_id,
10166,2,procedure_occurrence,quantity,field name consistency,quantity,
10167,2,procedure_occurrence,provider_id,field name consistency,provider_id,
10168,2,procedure_occurrence,visit_occurrence_id,field name consistency,visit_occurrence_id,
10169,2,procedure_occurrence,procedure_source_value,field name consistency,procedure_source_value,
10170,2,procedure_occurrence,EDI code,field name consistency,EDI code,
10171,2,procedure_occurrence,procedure_source_concept_id,field name consistency,procedure_source_concept_id,
10172,2,procedure_occurrence,procedure_concept_id,field name consistency,procedure_concept_id,
10173,2,procedure_occurrence,procedure_type_concept_id,field name consistency,procedure_type_concept_id,
10174,2,measurement,measurement_id,field name consistency,measurement_id,
10175,2,measurement,person_id,field name consistency,person_id,
10176,2,measurement,measurement_concept_id,field name consistency,measurement_concept_id,
10177,2,measurement,measurement_date,field name consistency,measurement_date,
10178,2,measurement,measurement_time,field name consistency,measurement_time,
10179,2,measurement,measurement_type_concept_id,field name consistency,measurement_type_concept_id,
10180,2,measurement,operator_concept_id,field name consistency,operator_concept_id,
10181,2,measurement,value_as_number,field name consistency,value_as_number,
10182,2,measurement,value_as_concept_id,field name consistency,value_as_concept_id,
10183,2,measurement,unit_concept_id,field name consistency,unit_concept_id,
10184,2,measurement,range_low,field name consistency,range_low,
10185,2,measurement,range_high,field name consistency,range_high,
10186,2,measurement,provider_id,field name consistency,provider_id,
10187,2,measurement,visit_occurrence_id,field name consistency,visit_occurrence_id,
10188,2,measurement,measurement_source_value,field name consistency,measurement_source_value,
10189,2,measurement,measurement_source_concept_id,field name consistency,measurement_source_concept_id,
10190,2,measurement,unit_source_value,field name consistency,unit_source_value,
10191,2,measurement,value_source_value,field name consistency,value_source_value,
10192,1,Demographic,PatID,field type consistency,character,varchar
10193,1,Demographic,Birth_Date,field type consistency,date_time,date
10194,1,Demographic,Sex,field type consistency,character,char
10195,1,Demographic,Hispanic,field type consistency,character,char
10196,1,Demographic,Race,field type consistency,character,char
10197,1,Demographic,Zip,field type consistency,character,varchar
10198,1,Demographic,Zip_Date,field type consistency,date_time,date
10199,1,Enrollment,PatID,field type consistency,character,varchar
10200,1,Enrollment,Enr_Start,field type consistency,date_time,date
10201,1,Enrollment,Enr_End,field type consistency,date_time,date
10202,1,Dispensing,PatID,field type consistency,character,varchar
10203,1,Dispensing,RxDate,field type consistency,date_time,date
10204,1,Dispensing,NDC,field type consistency,character,varchar
10205,1,Dispensing,RxSup,field type consistency,number,numeric
10206,1,Dispensing,RxAmt,field type consistency,number,numeric
10207,1,Dispensing,EDI_code,field type consistency,character,varchar
10208,1,Encounter,PatID,field type consistency,character,varchar
10209,1,Encounter,EncounterID,field type consistency,character,varchar
10210,1,Encounter,ADate,field type consistency,date_time,date
10211,1,Encounter,DDate,field type consistency,date_time,date
10212,1,Encounter,Provider,field type consistency,character,varchar
10213,1,Encounter,EncType,field type consistency,character,char(2)
10214,1,Encounter,Discharge_Disposition,field type consistency,character,char(1)
10215,1,Encounter,Discharge_Status,field type consistency,character,char(2)
10216,1,Encounter,Admitting_Source,field type consistency,character,char(2)
10217,1,Diagnosis,PatID,field type consistency,character,varchar
10218,1,Diagnosis,EncounterID,field type consistency,character,varchar
10219,1,Diagnosis,ADate,field type consistency,date_time,date
10220,1,Diagnosis,Provider,field type consistency,character,varchar
10221,1,Diagnosis,EncType,field type consistency,character,char(2)
10222,1,Diagnosis,DX,field type consistency,character,varchar
10223,1,Diagnosis,Dx_Codetype,field type consistency,character,char(2)
10224,1,Diagnosis,OrigDX,field type consistency,character,varchar
10225,1,Diagnosis,PDX,field type consistency,character,char(1)
10226,1,Procedure,PatID,field type consistency,character,varchar
10227,1,Procedure,EncounterID,field type consistency,character,varchar
10228,1,Procedure,ADate,field type consistency,date_time,date
10229,1,Procedure,Provider,field type consistency,character,varchar
10230,1,Procedure,EncType,field type consistency,character,char(2)
10231,1,Procedure,PX,field type consistency,character,varchar
10232,1,Procedure,OrigPX,field type consistency,character,varchar
10233,1,Procedure,PX_CodeType,field type consistency,character,char(2)
10234,1,Laboratory_result,PatID,field type consistency,character,varchar
10235,1,Laboratory_result,Result_Type,field type consistency,character,char(1)
10236,1,Laboratory_result,MS_Test_Name,field type consistency,character,char(10)
10237,1,Laboratory_result,MS_Test_Sub_Category,field type consistency,character,char(10)
10238,1,Laboratory_result,Fast_Ind,field type consistency,character,varchar(6)
10239,1,Laboratory_result,Specimen_Source,field type consistency,character,char(1)
10240,1,Laboratory_result,Stat,field type consistency,character,varchar(6)
10241,1,Laboratory_result,Pt_Loc,field type consistency,character,char(1)
10242,1,Laboratory_result,Result_Loc,field type consistency,character,char(1)
10243,1,Laboratory_result,LOCAL_CD,field type consistency,character,char(1)
10244,1,Laboratory_result,PX,field type consistency,character,varchar
10245,1,Laboratory_result,PX_CodeType,field type consistency,character,char(2)
10246,1,Laboratory_result,Lab_dt,field type consistency,date_time,date
10247,1,Laboratory_result,Lab_tm,field type consistency,date_time,time
10248,1,Laboratory_result,Orig_Result,field type consistency,date_time,date
10249,1,Laboratory_result,Orig_Result_unit,field type consistency,character,char(2)
10250,1,Laboratory_result,Norm_Range_low,field type consistency,character,varchar
10251,1,Laboratory_result,Modifier_low,field type consistency,character,varchar
10252,1,Laboratory_result,Norm_Range_high,field type consistency,character,varchar
10253,1,Laboratory_result,Modifier_high,field type consistency,character,varchar
10254,1,Laboratory_result,Abn_ind,field type consistency,character,char(2)
10255,1,Laboratory_result,MS_Result_C,field type consistency,character,varchar(50)
10256,1,Laboratory_result,MS_Result_N,field type consistency,character,varchar(50)
10257,1,Laboratory_result,Modifier,field type consistency,character,char(2)
10258,1,Laboratory_result,Result_unit,field type consistency,character,varchar(20)
10259,1,Laboratory_result,LOINC,field type consistency,character,varchar
10260,1,Vital_signs,PatID,field type consistency,character,varchar
10261,1,Vital_signs,EncounterID,field type consistency,character,varchar
10262,1,Vital_signs,Measure_Date,field type consistency,date_time,date
10263,1,Vital_signs,Measure_Time,field type consistency,date_time,time
10264,1,Vital_signs,HT,field type consistency,number,numeric
10265,1,Vital_signs,WT,field type consistency,number,numeric
10266,1,Vital_signs,Diastolic,field type consistency,number,numeric
10267,1,Vital_signs,Systolic,field type consistency,number,numeric
10268,1,Vital_signs,BP_Type,field type consistency,character,char(1)
10269,1,Vital_signs,Position,field type consistency,character,char(1)
10270,1,Vital_signs,Tobacco,field type consistency,number,numeric(3)
10271,1,Vital_signs,Tobacco_Type,field type consistency,number,numeric(3)
10272,2,person,person_id,field type consistency,number,"integer, bigint"
10273,2,person,year_of_birth,field type consistency,number,integer
10274,2,person,month_of_birth,field type consistency,number,integer
10275,2,person,day_of_birth,field type consistency,number,integer
10276,2,person,time_of_birth,field type consistency,date_time,time
10277,2,person,gender_source_value,field type consistency,character,varchar(50)
10278,2,person,race_source_value,field type consistency,character,varchar(50)
10279,2,person,ethnicity_source_value,field type consistency,character,varchar(50)
10280,2,person,person_source_value,field type consistency,character,varchar(50)
10281,2,person,gender_concept_id,field type consistency,number,integer
10282,2,person,gender_source_concept_id,field type consistency,number,integer
10283,2,person,race_concept_id,field type consistency,number,integer
10284,2,person,race_source_concept_id,field type consistency,number,integer
10285,2,person,ethnicity_concept_id,field type consistency,number,integer
10286,2,person,ethnicity_source_concept_id,field type consistency,number,integer
10287,2,person,location_id,field type consistency,number,integer
10288,2,person,provider_id,field type consistency,number,integer
10289,2,person,care_site_id,field type consistency,number,integer
10290,2,observation_period,observation_period_id,field type consistency,number,"integer,bigint"
10291,2,observation_period,person_id,field type consistency,number,"integer,bigint"
10292,2,observation_period,observation_period_start_date,field type consistency,date_time,date
10293,2,observation_period,observation_period_end_date,field type consistency,date_time,date
10294,2,observation_period,period_type_concept_id,field type consistency,number,integer
10295,2,drug_exposure,drug_exposure_id,field type consistency,number,bigint
10296,2,drug_exposure,person_id,field type consistency,number,"integer,bigint"
10297,2,drug_exposure,local_drug_name,field type consistency,character,varchar(50)
10298,2,drug_exposure,local_drug_code,field type consistency,character,varchar(20)
10299,2,drug_exposure,drug_exposure_start_date,field type consistency,date_time,date
10300,2,drug_exposure,stop_reason,field type consistency,character,varchar(255)
10301,2,drug_exposure,refills,field type consistency,number,integer
10302,2,drug_exposure,quantity,field type consistency,number,float
10303,2,drug_exposure,quantity_days,field type consistency,number,numeric
10304,2,drug_exposure,days_supply,field type consistency,number,numeric
10305,2,drug_exposure,route_source_value,field type consistency,character,varchar(50)
10306,2,drug_exposure,drug_source_value,field type consistency,character,varchar(50)
10307,2,drug_exposure,visit_occurrence_id,field type consistency,number,bigint
10308,2,drug_exposure,drug_concept_id,field type consistency,number,integer
10309,2,drug_exposure,drug_source_concept_id,field type consistency,number,integer
10310,2,drug_exposure,drug_type_concept_id,field type consistency,number,integer
10311,2,drug_exposure,route_concept_id,field type consistency,number,integer
10312,2,drug_exposure,drug_exposure_end_date,field type consistency,date_time,date
10313,2,drug_exposure,provider_id,field type consistency,number,integer
10314,2,drug_exposure,effective_drug_dose,field type consistency,number,float
10315,2,drug_exposure,dose_unit_concept_id,field type consistency,number,integer
10316,2,drug_exposure,dose_unit_source_value,field type consistency,character,varchar(50)
10317,2,visit_occurrence,visit_occurrence_id,field type consistency,number,bigint
10318,2,visit_occurrence,person_id,field type consistency,number,"integer,bigint"
10319,2,visit_occurrence,visit_start_date,field type consistency,date_time,date
10320,2,visit_occurrence,visit_end_date,field type consistency,date_time,date
10321,2,visit_occurrence,provider_id,field type consistency,number,integer
10322,2,visit_occurrence,care_site_id,field type consistency,number,integer
10323,2,visit_occurrence,visit_source_value,field type consistency,character,varchar(50)
10324,2,visit_occurrence,visit_concept_id,field type consistency,number,integer
10325,2,visit_occurrence,visit_source_concept_id,field type consistency,number,integer
10326,2,visit_occurrence,visit_type_concept_id,field type consistency,number,integer
10327,2,condition_occurrence,condition_occurrence_id,field type consistency,number,bigint
10328,2,condition_occurrence,person_id,field type consistency,number,"integer, bigint"
10329,2,condition_occurrence,condition_start_date,field type consistency,date_time,date
10330,2,condition_occurrence,condition_end_date,field type consistency,date_time,date
10331,2,condition_occurrence,stop_reason,field type consistency,character,varchar(20)
10332,2,condition_occurrence,provider_id,field type consistency,number,integer
10333,2,condition_occurrence,visit_occurrence_id,field type consistency,number,bigint
10334,2,condition_occurrence,condition_source_value,field type consistency,character,varchar(50)
10335,2,condition_occurrence,condition_source_concept_id,field type consistency,number,integer
10336,2,condition_occurrence,condition_concept_id,field type consistency,number,integer
10337,2,condition_occurrence,condition_type_concept_id,field type consistency,number,integer
10338,2,procedure_occurrence,procedure_occurrence_id,field type consistency,number,bigint
10339,2,procedure_occurrence,person_id,field type consistency,number,"integer, bigint"
10340,2,procedure_occurrence,procedure_date,field type consistency,date_time,date
10341,2,procedure_occurrence,modifier_concept_id,field type consistency,number,integer
10342,2,procedure_occurrence,quantity,field type consistency,number,integer
10343,2,procedure_occurrence,provider_id,field type consistency,number,integer
10344,2,procedure_occurrence,visit_occurrence_id,field type consistency,number,bigint
10345,2,procedure_occurrence,procedure_source_value,field type consistency,character,varchar(255)
10346,2,procedure_occurrence,EDI code,field type consistency,character,varchar(20)
10347,2,procedure_occurrence,procedure_source_concept_id,field type consistency,number,integer
10348,2,procedure_occurrence,procedure_concept_id,field type consistency,number,integer
10349,2,procedure_occurrence,procedure_type_concept_id,field type consistency,number,integer
10350,2,measurement,measurement_id,field type consistency,number,bigint
10351,2,measurement,person_id,field type consistency,number,"integer, bigint"
10352,2,measurement,measurement_concept_id,field type consistency,number,integer
10353,2,measurement,measurement_date,field type consistency,date_time,date
10354,2,measurement,measurement_time,field type consistency,date_time,time
10355,2,measurement,measurement_type_concept_id,field type consistency,number,integer
10356,2,measurement,operator_concept_id,field type consistency,number,integer
10357,2,measurement,value_as_number,field type consistency,number,float
10358,2,measurement,value_as_concept_id,field type consistency,number,integer
10359,2,measurement,unit_concept_id,field type consistency,number,integer
10360,2,measurement,range_low,field type consistency,number,float
10361,2,measurement,range_high,field type consistency,number,float
10362,2,measurement,provider_id,field type consistency,number,integer
10363,2,measurement,visit_occurrence_id,field type consistency,number,bigint
10364,2,measurement,measurement_source_value,field type consistency,character,varchar(50)
10365,2,measurement,measurement_source_concept_id,field type consistency,number,integer
10366,2,measurement,unit_source_value,field type consistency,character,varchar(50)
10367,2,measurement,value_source_value,field type consistency,character,varchar(50)
